index,Class
31988,LowIncome
42793,LowIncome
43189,LowIncome
22135,LowIncome
19355,LowIncome
11499,LowIncome
21010,LowIncome
30339,LowIncome
19827,LowIncome
23749,LowIncome
519,LowIncome
6689,LowIncome
23875,LowIncome
19200,HighIncome
23956,LowIncome
12879,LowIncome
38753,LowIncome
45938,HighIncome
36049,HighIncome
23727,LowIncome
35177,LowIncome
15062,LowIncome
689,LowIncome
43466,LowIncome
47448,LowIncome
37615,LowIncome
22291,HighIncome
5854,HighIncome
16037,HighIncome
37482,HighIncome
16596,LowIncome
10279,LowIncome
38469,LowIncome
43999,LowIncome
38927,LowIncome
25540,LowIncome
46269,LowIncome
30514,LowIncome
15496,LowIncome
37704,LowIncome
41385,HighIncome
43987,LowIncome
8618,LowIncome
37205,LowIncome
43598,HighIncome
18553,LowIncome
33611,HighIncome
25287,LowIncome
31646,HighIncome
5578,LowIncome
19027,LowIncome
1663,LowIncome
10706,LowIncome
19072,LowIncome
43940,LowIncome
30296,HighIncome
27118,LowIncome
15741,HighIncome
22690,LowIncome
40156,LowIncome
11852,LowIncome
20755,HighIncome
39790,HighIncome
432,HighIncome
45004,HighIncome
42764,LowIncome
47926,HighIncome
34562,LowIncome
21553,LowIncome
35163,HighIncome
42934,LowIncome
810,LowIncome
16325,LowIncome
1600,HighIncome
26037,LowIncome
46110,HighIncome
34967,LowIncome
26801,LowIncome
972,LowIncome
17204,LowIncome
45014,LowIncome
38733,HighIncome
26692,LowIncome
30248,LowIncome
7296,HighIncome
10757,LowIncome
17765,HighIncome
18372,LowIncome
18235,LowIncome
11831,LowIncome
17752,LowIncome
22049,LowIncome
45997,LowIncome
219,LowIncome
47565,LowIncome
21705,LowIncome
45865,LowIncome
6710,LowIncome
29954,LowIncome
39558,LowIncome
40752,HighIncome
6704,HighIncome
40346,HighIncome
23120,LowIncome
1845,LowIncome
47548,HighIncome
5820,LowIncome
27540,LowIncome
19378,LowIncome
9431,LowIncome
34818,LowIncome
22236,HighIncome
28983,LowIncome
11998,LowIncome
1843,LowIncome
506,LowIncome
10483,LowIncome
23615,LowIncome
3760,LowIncome
36583,LowIncome
20792,LowIncome
1300,LowIncome
44276,LowIncome
919,LowIncome
43680,HighIncome
45401,LowIncome
43264,HighIncome
30084,HighIncome
48465,LowIncome
8149,LowIncome
29221,LowIncome
35706,LowIncome
876,LowIncome
10860,LowIncome
37387,LowIncome
132,LowIncome
3039,LowIncome
37251,LowIncome
28973,LowIncome
16602,LowIncome
18379,HighIncome
38762,LowIncome
31589,LowIncome
38426,HighIncome
36161,LowIncome
13518,LowIncome
7274,HighIncome
14878,LowIncome
46869,LowIncome
9500,LowIncome
35390,LowIncome
2006,LowIncome
170,HighIncome
22674,LowIncome
46303,LowIncome
44388,HighIncome
15330,LowIncome
15803,LowIncome
39418,LowIncome
5062,LowIncome
2036,LowIncome
31307,LowIncome
4663,LowIncome
39900,HighIncome
33291,LowIncome
13422,LowIncome
21307,HighIncome
31316,HighIncome
34234,LowIncome
39245,HighIncome
13404,HighIncome
44178,HighIncome
2633,LowIncome
18255,LowIncome
31524,LowIncome
29445,LowIncome
36769,HighIncome
33912,LowIncome
12008,HighIncome
31835,LowIncome
45611,LowIncome
37670,LowIncome
14415,HighIncome
3329,LowIncome
36696,LowIncome
5597,LowIncome
17604,HighIncome
40876,LowIncome
15614,LowIncome
1500,LowIncome
29462,LowIncome
9864,LowIncome
45185,LowIncome
35220,LowIncome
44657,LowIncome
41544,LowIncome
12107,LowIncome
27807,LowIncome
41118,LowIncome
45202,LowIncome
17469,LowIncome
8421,LowIncome
45682,HighIncome
29182,LowIncome
22337,LowIncome
15304,LowIncome
13926,LowIncome
13964,HighIncome
36297,LowIncome
11805,LowIncome
10341,LowIncome
711,HighIncome
47670,LowIncome
38676,LowIncome
22809,HighIncome
18311,HighIncome
46961,LowIncome
13796,LowIncome
43919,LowIncome
28174,LowIncome
26918,HighIncome
10227,LowIncome
12300,LowIncome
456,LowIncome
4728,LowIncome
26832,LowIncome
48140,LowIncome
10218,LowIncome
11336,LowIncome
21499,LowIncome
42018,LowIncome
21990,HighIncome
47755,LowIncome
9496,HighIncome
19575,LowIncome
4051,HighIncome
1708,HighIncome
46024,LowIncome
25870,HighIncome
39508,LowIncome
36209,LowIncome
31017,HighIncome
6485,LowIncome
39759,LowIncome
17348,LowIncome
34118,LowIncome
28468,LowIncome
21839,LowIncome
39368,HighIncome
3545,HighIncome
30362,LowIncome
47467,LowIncome
7450,LowIncome
47103,LowIncome
47791,HighIncome
47530,LowIncome
8655,LowIncome
24453,LowIncome
47848,LowIncome
3708,LowIncome
43038,LowIncome
35997,HighIncome
33326,LowIncome
3509,LowIncome
22326,HighIncome
18491,LowIncome
16626,LowIncome
45403,LowIncome
34318,LowIncome
25927,LowIncome
48398,HighIncome
16050,LowIncome
20716,LowIncome
45697,LowIncome
21809,LowIncome
38976,LowIncome
36172,HighIncome
16000,HighIncome
36323,HighIncome
35849,HighIncome
48169,LowIncome
48352,LowIncome
13507,LowIncome
28150,LowIncome
48821,LowIncome
38787,HighIncome
16846,LowIncome
10417,LowIncome
34744,HighIncome
1794,LowIncome
33282,HighIncome
19606,LowIncome
5120,LowIncome
29455,LowIncome
39238,LowIncome
31906,LowIncome
18220,LowIncome
45497,LowIncome
43549,LowIncome
44683,LowIncome
2736,HighIncome
29192,LowIncome
14753,HighIncome
38685,LowIncome
31773,LowIncome
3105,LowIncome
45807,HighIncome
45684,LowIncome
32217,LowIncome
28593,LowIncome
43163,HighIncome
35686,LowIncome
24319,LowIncome
27012,LowIncome
5184,HighIncome
25458,HighIncome
28100,LowIncome
45131,HighIncome
47400,LowIncome
41004,LowIncome
7354,LowIncome
40033,HighIncome
23589,LowIncome
37553,LowIncome
1764,LowIncome
7233,LowIncome
38040,LowIncome
37300,HighIncome
34389,HighIncome
3023,LowIncome
9225,LowIncome
8835,LowIncome
30103,LowIncome
8181,LowIncome
10322,LowIncome
2792,LowIncome
41211,LowIncome
21742,LowIncome
41381,LowIncome
18886,LowIncome
48683,HighIncome
11494,LowIncome
42286,LowIncome
27255,LowIncome
18124,LowIncome
4777,LowIncome
31964,LowIncome
38321,HighIncome
24933,LowIncome
1859,LowIncome
14039,LowIncome
46040,HighIncome
22370,LowIncome
17527,HighIncome
24630,LowIncome
6745,LowIncome
17777,HighIncome
17147,LowIncome
25895,LowIncome
38785,LowIncome
27351,HighIncome
15316,LowIncome
28075,LowIncome
20124,LowIncome
41977,LowIncome
20705,LowIncome
11002,LowIncome
46519,LowIncome
9288,LowIncome
34766,LowIncome
39118,LowIncome
3723,LowIncome
37371,LowIncome
16388,LowIncome
42682,LowIncome
19973,HighIncome
20212,LowIncome
7013,LowIncome
37768,HighIncome
9172,LowIncome
32882,HighIncome
1936,LowIncome
14010,LowIncome
26256,LowIncome
27534,LowIncome
52,LowIncome
4056,HighIncome
6469,LowIncome
8924,HighIncome
17163,LowIncome
15118,LowIncome
24459,LowIncome
23697,HighIncome
31124,LowIncome
18692,LowIncome
18136,LowIncome
6690,LowIncome
20859,LowIncome
48625,LowIncome
44692,LowIncome
27186,LowIncome
265,HighIncome
34153,LowIncome
48493,LowIncome
27812,LowIncome
14335,LowIncome
25650,LowIncome
39528,LowIncome
25237,LowIncome
35884,LowIncome
29929,LowIncome
16365,HighIncome
27339,LowIncome
6135,LowIncome
31916,LowIncome
7340,LowIncome
41455,HighIncome
12993,LowIncome
35188,LowIncome
33840,LowIncome
41200,HighIncome
10390,LowIncome
9494,LowIncome
45249,LowIncome
24354,LowIncome
20019,LowIncome
48135,LowIncome
9362,LowIncome
9854,HighIncome
11816,LowIncome
7041,LowIncome
13048,LowIncome
38677,LowIncome
33982,HighIncome
1055,HighIncome
47360,LowIncome
38010,HighIncome
5030,LowIncome
27798,LowIncome
47626,LowIncome
3458,HighIncome
24303,LowIncome
8980,LowIncome
24518,HighIncome
14552,LowIncome
34621,LowIncome
25267,LowIncome
44488,LowIncome
7720,HighIncome
41660,LowIncome
10919,LowIncome
10150,LowIncome
2343,LowIncome
33956,HighIncome
10594,HighIncome
22726,LowIncome
29955,HighIncome
15145,HighIncome
37396,LowIncome
13521,LowIncome
29416,LowIncome
1039,LowIncome
16650,LowIncome
18928,LowIncome
5136,LowIncome
43262,HighIncome
27883,LowIncome
25647,LowIncome
22702,LowIncome
32947,LowIncome
29733,LowIncome
11787,LowIncome
43555,LowIncome
30360,LowIncome
35869,LowIncome
38749,LowIncome
6971,LowIncome
25637,LowIncome
37900,LowIncome
21895,HighIncome
47027,LowIncome
29391,LowIncome
45136,LowIncome
20888,LowIncome
23377,LowIncome
44640,HighIncome
32634,LowIncome
20210,HighIncome
39185,LowIncome
7969,LowIncome
30199,LowIncome
15678,LowIncome
24844,LowIncome
28853,LowIncome
5648,LowIncome
21240,LowIncome
19883,HighIncome
10186,LowIncome
46086,LowIncome
44563,LowIncome
41299,LowIncome
33961,LowIncome
22483,LowIncome
20110,HighIncome
36260,LowIncome
3905,LowIncome
29556,LowIncome
16442,LowIncome
31721,LowIncome
7029,HighIncome
29843,LowIncome
40545,LowIncome
15657,LowIncome
34735,LowIncome
26400,HighIncome
12544,LowIncome
14371,LowIncome
28032,LowIncome
41449,LowIncome
40051,LowIncome
9649,LowIncome
37642,LowIncome
41690,LowIncome
47054,HighIncome
7532,LowIncome
27443,LowIncome
40978,LowIncome
19502,LowIncome
10936,HighIncome
5569,HighIncome
25207,LowIncome
31426,LowIncome
35219,HighIncome
34342,LowIncome
2917,LowIncome
33138,LowIncome
25763,LowIncome
20483,LowIncome
1056,LowIncome
35398,LowIncome
48752,LowIncome
23972,LowIncome
41046,LowIncome
32550,HighIncome
23322,LowIncome
34755,LowIncome
33987,LowIncome
44230,LowIncome
45436,LowIncome
21699,HighIncome
16042,LowIncome
33687,LowIncome
45221,HighIncome
7538,LowIncome
19605,LowIncome
9562,LowIncome
19997,HighIncome
13006,LowIncome
8129,LowIncome
21133,LowIncome
39303,LowIncome
4260,LowIncome
44537,HighIncome
1636,LowIncome
36590,HighIncome
6514,LowIncome
20324,LowIncome
19518,LowIncome
9728,LowIncome
42894,LowIncome
44864,LowIncome
22005,LowIncome
35213,HighIncome
44415,HighIncome
28771,LowIncome
6185,LowIncome
48277,HighIncome
21713,LowIncome
24231,LowIncome
3632,LowIncome
14749,LowIncome
3283,HighIncome
208,HighIncome
5890,HighIncome
2630,LowIncome
46659,LowIncome
21422,LowIncome
16134,HighIncome
37263,LowIncome
36681,LowIncome
15367,HighIncome
28180,LowIncome
42963,LowIncome
30590,LowIncome
6264,LowIncome
11964,LowIncome
8483,HighIncome
42043,HighIncome
32242,HighIncome
25056,LowIncome
35735,HighIncome
31378,LowIncome
47313,LowIncome
38932,LowIncome
9971,LowIncome
5537,LowIncome
23654,LowIncome
29562,LowIncome
37416,HighIncome
14871,LowIncome
19710,LowIncome
17798,LowIncome
18781,LowIncome
44368,HighIncome
33771,LowIncome
33999,LowIncome
45833,LowIncome
22724,LowIncome
42757,HighIncome
39351,LowIncome
15918,LowIncome
36,HighIncome
44936,LowIncome
17456,HighIncome
36883,HighIncome
11464,LowIncome
21418,HighIncome
26727,HighIncome
6806,LowIncome
47991,LowIncome
7024,HighIncome
47857,HighIncome
28706,LowIncome
20316,HighIncome
19320,HighIncome
15546,LowIncome
29048,LowIncome
37709,LowIncome
1019,LowIncome
24000,LowIncome
8223,LowIncome
25033,LowIncome
37425,LowIncome
2795,LowIncome
48089,LowIncome
22438,LowIncome
2525,HighIncome
6860,LowIncome
32846,LowIncome
19095,LowIncome
8514,HighIncome
37314,HighIncome
16851,LowIncome
2722,LowIncome
20865,HighIncome
38203,LowIncome
15979,HighIncome
45829,HighIncome
42530,HighIncome
32852,LowIncome
7660,LowIncome
37033,LowIncome
34971,LowIncome
1028,LowIncome
16008,HighIncome
3205,HighIncome
27518,LowIncome
34038,HighIncome
44928,LowIncome
1002,LowIncome
9369,LowIncome
11161,HighIncome
9133,LowIncome
36179,HighIncome
33005,LowIncome
36118,LowIncome
39053,LowIncome
31803,LowIncome
37413,HighIncome
45258,HighIncome
17116,LowIncome
46754,LowIncome
24224,LowIncome
39081,HighIncome
14546,LowIncome
40098,LowIncome
3748,HighIncome
48620,LowIncome
13152,LowIncome
44432,LowIncome
35560,LowIncome
24590,LowIncome
8993,LowIncome
30625,LowIncome
47802,LowIncome
24152,LowIncome
21847,HighIncome
39068,LowIncome
13113,LowIncome
232,LowIncome
36674,HighIncome
13825,LowIncome
4662,LowIncome
3054,LowIncome
1818,LowIncome
9205,HighIncome
19793,LowIncome
30841,HighIncome
22399,LowIncome
22734,HighIncome
27873,LowIncome
14736,HighIncome
28034,HighIncome
38797,HighIncome
28467,HighIncome
28619,HighIncome
13188,LowIncome
47320,LowIncome
16271,LowIncome
14503,HighIncome
17861,HighIncome
15478,LowIncome
14966,LowIncome
6235,LowIncome
4140,LowIncome
39145,LowIncome
36643,HighIncome
9120,HighIncome
38799,HighIncome
33445,LowIncome
44445,HighIncome
5126,LowIncome
3215,LowIncome
28138,HighIncome
19628,LowIncome
2498,LowIncome
29114,LowIncome
43226,LowIncome
41885,HighIncome
22340,LowIncome
15747,LowIncome
43383,LowIncome
5328,HighIncome
37193,LowIncome
33437,HighIncome
41225,LowIncome
5815,LowIncome
17385,HighIncome
30700,LowIncome
3874,HighIncome
21423,LowIncome
24661,LowIncome
5825,LowIncome
28968,LowIncome
31217,LowIncome
31060,HighIncome
15805,LowIncome
35487,LowIncome
9524,HighIncome
18575,LowIncome
19657,LowIncome
43732,LowIncome
29543,HighIncome
42869,LowIncome
32023,LowIncome
21648,LowIncome
1479,LowIncome
33689,LowIncome
32467,LowIncome
32261,LowIncome
46762,HighIncome
31766,LowIncome
26069,LowIncome
47810,LowIncome
20253,LowIncome
15460,LowIncome
20362,LowIncome
23842,HighIncome
41106,LowIncome
37692,LowIncome
19945,HighIncome
38145,LowIncome
6902,HighIncome
7074,HighIncome
23196,LowIncome
41975,HighIncome
7848,LowIncome
6387,LowIncome
4915,LowIncome
15091,LowIncome
45438,HighIncome
28008,LowIncome
22793,HighIncome
12121,LowIncome
44318,LowIncome
24501,LowIncome
23599,LowIncome
38006,LowIncome
35018,LowIncome
33308,HighIncome
8101,LowIncome
3101,LowIncome
816,LowIncome
34016,LowIncome
29517,HighIncome
6421,LowIncome
1314,HighIncome
40607,LowIncome
43620,LowIncome
20738,LowIncome
31190,LowIncome
7391,HighIncome
29387,LowIncome
673,HighIncome
19890,LowIncome
32259,LowIncome
21060,LowIncome
25050,LowIncome
29948,LowIncome
6779,LowIncome
3988,LowIncome
41550,LowIncome
550,LowIncome
27946,LowIncome
2631,LowIncome
19701,LowIncome
39454,LowIncome
1274,LowIncome
13075,HighIncome
21773,LowIncome
18994,HighIncome
3181,LowIncome
36518,LowIncome
45815,LowIncome
2819,LowIncome
9007,LowIncome
22913,LowIncome
11255,HighIncome
22470,LowIncome
38818,HighIncome
13626,LowIncome
124,LowIncome
4645,LowIncome
14464,LowIncome
405,LowIncome
16624,LowIncome
19448,HighIncome
23675,LowIncome
31923,HighIncome
22566,LowIncome
34104,HighIncome
33649,HighIncome
12499,LowIncome
41019,HighIncome
6760,HighIncome
20322,LowIncome
39895,LowIncome
1324,LowIncome
2959,LowIncome
35505,LowIncome
1253,LowIncome
19921,LowIncome
6995,LowIncome
11838,LowIncome
48226,LowIncome
807,HighIncome
197,HighIncome
35323,LowIncome
8304,LowIncome
792,LowIncome
41021,LowIncome
1351,LowIncome
6817,LowIncome
19589,LowIncome
5644,LowIncome
43801,HighIncome
43556,LowIncome
34910,LowIncome
35954,LowIncome
48665,LowIncome
18555,LowIncome
36466,LowIncome
4392,LowIncome
37559,LowIncome
16368,LowIncome
41000,LowIncome
27650,LowIncome
29630,LowIncome
7664,LowIncome
33066,HighIncome
4167,LowIncome
44460,LowIncome
15973,HighIncome
39523,LowIncome
22275,LowIncome
15080,LowIncome
2964,LowIncome
16046,LowIncome
645,LowIncome
31713,LowIncome
42251,LowIncome
6065,LowIncome
28216,LowIncome
4189,LowIncome
28112,HighIncome
13761,LowIncome
3577,HighIncome
19464,LowIncome
46530,HighIncome
4432,LowIncome
5829,LowIncome
19618,HighIncome
43069,LowIncome
26456,HighIncome
373,LowIncome
3325,HighIncome
262,LowIncome
38499,LowIncome
22560,LowIncome
8916,LowIncome
17330,HighIncome
5166,LowIncome
24417,LowIncome
11698,LowIncome
23345,HighIncome
22949,LowIncome
28243,HighIncome
24268,LowIncome
37378,HighIncome
2108,LowIncome
6775,LowIncome
37696,LowIncome
23376,LowIncome
43831,HighIncome
21109,LowIncome
29447,HighIncome
36261,LowIncome
33897,LowIncome
48464,HighIncome
47391,HighIncome
15512,LowIncome
41591,LowIncome
43293,LowIncome
28429,HighIncome
46557,LowIncome
5276,LowIncome
17391,HighIncome
17055,LowIncome
2850,LowIncome
42099,LowIncome
24120,LowIncome
1398,LowIncome
39371,LowIncome
17894,HighIncome
45203,LowIncome
26206,LowIncome
44255,LowIncome
46467,LowIncome
23681,LowIncome
23915,LowIncome
40822,HighIncome
6881,LowIncome
22508,HighIncome
649,LowIncome
47491,LowIncome
2660,LowIncome
32341,LowIncome
32005,LowIncome
22953,LowIncome
13829,LowIncome
3941,LowIncome
24008,LowIncome
45522,HighIncome
36569,HighIncome
18246,LowIncome
7939,LowIncome
26384,LowIncome
1501,LowIncome
41973,LowIncome
16286,LowIncome
6101,LowIncome
17493,LowIncome
36127,LowIncome
11125,LowIncome
39246,LowIncome
43765,HighIncome
42097,LowIncome
37720,LowIncome
29443,LowIncome
44085,LowIncome
40644,HighIncome
22142,LowIncome
13598,HighIncome
16569,LowIncome
20150,LowIncome
33306,LowIncome
454,LowIncome
48105,LowIncome
44115,LowIncome
12415,LowIncome
6483,LowIncome
45229,LowIncome
8084,LowIncome
10421,LowIncome
14344,LowIncome
6312,HighIncome
26663,LowIncome
39987,HighIncome
7107,LowIncome
48220,HighIncome
39435,LowIncome
24130,LowIncome
15647,LowIncome
15631,LowIncome
34132,LowIncome
17938,LowIncome
2097,LowIncome
3604,LowIncome
19014,LowIncome
12225,HighIncome
17025,LowIncome
40648,LowIncome
8552,LowIncome
23473,LowIncome
23667,LowIncome
28172,LowIncome
45218,HighIncome
8997,LowIncome
33668,HighIncome
46708,LowIncome
4246,LowIncome
8243,LowIncome
20301,LowIncome
17020,HighIncome
16994,LowIncome
14733,HighIncome
44402,LowIncome
9411,LowIncome
36857,LowIncome
44337,LowIncome
19249,HighIncome
24601,LowIncome
36734,LowIncome
19429,LowIncome
15268,HighIncome
40217,LowIncome
46037,LowIncome
33828,LowIncome
41208,LowIncome
47171,HighIncome
11023,LowIncome
26989,HighIncome
26724,LowIncome
14952,HighIncome
42381,HighIncome
41311,LowIncome
25846,LowIncome
35924,HighIncome
4272,LowIncome
10810,LowIncome
7155,LowIncome
5730,LowIncome
28308,LowIncome
10531,LowIncome
28546,LowIncome
27790,LowIncome
30835,HighIncome
22700,HighIncome
19120,LowIncome
29987,LowIncome
38100,LowIncome
38906,LowIncome
35609,LowIncome
2912,HighIncome
32052,LowIncome
38280,LowIncome
23032,HighIncome
12909,HighIncome
13459,LowIncome
15964,HighIncome
38465,LowIncome
10797,LowIncome
38324,LowIncome
2987,HighIncome
37855,LowIncome
10595,HighIncome
1508,HighIncome
11376,LowIncome
43877,HighIncome
28350,LowIncome
22864,LowIncome
37032,LowIncome
30486,LowIncome
34719,LowIncome
37349,HighIncome
28301,LowIncome
23891,LowIncome
32130,LowIncome
30118,LowIncome
9085,LowIncome
34843,LowIncome
32702,LowIncome
32937,HighIncome
32676,LowIncome
46591,LowIncome
33087,HighIncome
705,LowIncome
16760,LowIncome
2574,HighIncome
7840,LowIncome
7591,LowIncome
32492,LowIncome
31138,LowIncome
19368,LowIncome
3187,HighIncome
21914,LowIncome
38186,LowIncome
13205,LowIncome
33507,HighIncome
26359,LowIncome
25994,HighIncome
5137,HighIncome
24164,LowIncome
46102,LowIncome
46168,LowIncome
11104,LowIncome
32933,LowIncome
19905,LowIncome
36905,LowIncome
42621,LowIncome
24568,LowIncome
24542,LowIncome
18759,LowIncome
30106,LowIncome
46685,HighIncome
1744,LowIncome
44897,HighIncome
45394,HighIncome
23583,LowIncome
38937,LowIncome
43489,LowIncome
24798,LowIncome
55,LowIncome
31960,HighIncome
44876,LowIncome
18064,HighIncome
30830,LowIncome
47458,LowIncome
23440,LowIncome
48127,LowIncome
20178,LowIncome
27453,LowIncome
46813,LowIncome
11117,LowIncome
10982,HighIncome
15687,HighIncome
26296,LowIncome
8233,HighIncome
13699,LowIncome
26625,HighIncome
35995,LowIncome
44688,LowIncome
39172,LowIncome
18271,LowIncome
26137,LowIncome
20595,LowIncome
37966,LowIncome
39009,LowIncome
33258,LowIncome
36852,LowIncome
30041,LowIncome
7006,LowIncome
18028,LowIncome
15574,LowIncome
47369,LowIncome
43128,LowIncome
40745,LowIncome
28958,HighIncome
46993,LowIncome
13885,LowIncome
28895,LowIncome
48329,LowIncome
21815,LowIncome
23082,LowIncome
31981,LowIncome
42596,LowIncome
37110,HighIncome
641,LowIncome
8880,LowIncome
46539,HighIncome
9245,HighIncome
14527,LowIncome
6289,LowIncome
33004,LowIncome
9146,LowIncome
20482,LowIncome
36922,HighIncome
38148,LowIncome
23195,LowIncome
17878,LowIncome
8809,LowIncome
12159,HighIncome
20509,LowIncome
20728,LowIncome
7733,LowIncome
1528,LowIncome
7949,LowIncome
3440,LowIncome
7216,LowIncome
22921,LowIncome
17335,LowIncome
39864,LowIncome
36858,LowIncome
47319,LowIncome
15705,HighIncome
8633,HighIncome
3593,LowIncome
30250,LowIncome
25330,LowIncome
39407,HighIncome
29004,HighIncome
14312,LowIncome
8096,LowIncome
15609,LowIncome
20831,HighIncome
34169,LowIncome
7314,HighIncome
16381,HighIncome
40443,LowIncome
3755,LowIncome
47694,LowIncome
4745,LowIncome
18926,LowIncome
19278,LowIncome
12990,LowIncome
46199,HighIncome
11017,HighIncome
1235,LowIncome
2767,LowIncome
13904,LowIncome
15298,HighIncome
25805,LowIncome
15063,LowIncome
34152,HighIncome
5015,LowIncome
26649,HighIncome
35732,HighIncome
15435,LowIncome
1865,LowIncome
30739,LowIncome
48523,LowIncome
7408,LowIncome
21392,LowIncome
33717,HighIncome
1323,HighIncome
13056,LowIncome
2195,LowIncome
10590,LowIncome
23960,HighIncome
3837,LowIncome
9914,LowIncome
46069,LowIncome
46773,LowIncome
7247,LowIncome
39469,LowIncome
1628,LowIncome
38560,HighIncome
39667,LowIncome
4285,HighIncome
38809,LowIncome
35068,LowIncome
24860,LowIncome
6195,HighIncome
25591,HighIncome
46459,LowIncome
46416,LowIncome
41893,LowIncome
36355,HighIncome
25531,LowIncome
8229,LowIncome
45077,HighIncome
35160,HighIncome
29195,LowIncome
37041,LowIncome
40214,LowIncome
48813,HighIncome
23717,LowIncome
12018,LowIncome
48608,LowIncome
48204,LowIncome
44086,HighIncome
23159,LowIncome
28921,LowIncome
43947,LowIncome
6433,LowIncome
33727,HighIncome
23633,LowIncome
47646,HighIncome
39184,LowIncome
29251,HighIncome
33231,LowIncome
9116,LowIncome
10046,LowIncome
44381,LowIncome
22554,LowIncome
32135,LowIncome
24605,LowIncome
44309,LowIncome
5941,LowIncome
18456,HighIncome
24444,LowIncome
13760,LowIncome
25824,LowIncome
14347,LowIncome
45493,LowIncome
47002,LowIncome
27424,LowIncome
42755,LowIncome
20884,HighIncome
40595,LowIncome
26488,LowIncome
11328,LowIncome
33609,LowIncome
12865,LowIncome
23677,LowIncome
11294,LowIncome
4735,LowIncome
9490,LowIncome
41384,LowIncome
1221,HighIncome
22570,HighIncome
48162,HighIncome
6574,LowIncome
2763,LowIncome
30745,HighIncome
25583,LowIncome
39075,LowIncome
1084,LowIncome
44933,HighIncome
6646,LowIncome
44847,LowIncome
24788,LowIncome
40686,LowIncome
4841,LowIncome
28802,LowIncome
32794,LowIncome
8140,LowIncome
33451,LowIncome
10241,LowIncome
13751,LowIncome
6405,LowIncome
30040,LowIncome
12951,LowIncome
42636,LowIncome
25176,LowIncome
25977,LowIncome
42030,HighIncome
47874,LowIncome
6762,HighIncome
17660,LowIncome
19023,LowIncome
16489,HighIncome
2807,HighIncome
33950,LowIncome
16210,LowIncome
3339,LowIncome
42841,HighIncome
4079,LowIncome
21861,HighIncome
24284,LowIncome
42607,LowIncome
2220,HighIncome
40793,LowIncome
35155,LowIncome
11222,LowIncome
40568,LowIncome
30455,LowIncome
21147,LowIncome
26358,LowIncome
2518,LowIncome
7967,LowIncome
3056,LowIncome
40308,LowIncome
3707,HighIncome
38563,HighIncome
42175,HighIncome
27388,HighIncome
9609,LowIncome
11739,LowIncome
36141,LowIncome
9684,LowIncome
7703,HighIncome
35646,LowIncome
380,HighIncome
841,LowIncome
41932,HighIncome
671,LowIncome
9235,LowIncome
443,LowIncome
46306,LowIncome
10496,HighIncome
34521,HighIncome
41450,LowIncome
47842,HighIncome
29985,LowIncome
23309,LowIncome
43491,HighIncome
31560,HighIncome
37216,LowIncome
34532,HighIncome
33311,LowIncome
45287,HighIncome
24010,LowIncome
28437,LowIncome
44727,HighIncome
33522,HighIncome
47093,LowIncome
3338,LowIncome
27220,LowIncome
9760,LowIncome
25820,LowIncome
5029,LowIncome
18207,LowIncome
40842,LowIncome
42089,HighIncome
9320,LowIncome
40741,LowIncome
24878,LowIncome
11759,LowIncome
45945,HighIncome
24159,HighIncome
13559,HighIncome
16661,LowIncome
9234,LowIncome
6201,LowIncome
35976,HighIncome
46893,LowIncome
20882,LowIncome
13977,LowIncome
28303,HighIncome
2200,HighIncome
24585,LowIncome
44158,LowIncome
14120,LowIncome
28789,HighIncome
21755,LowIncome
20856,HighIncome
10764,LowIncome
40571,LowIncome
37002,LowIncome
30766,LowIncome
32802,LowIncome
33560,HighIncome
20623,LowIncome
6327,HighIncome
31496,LowIncome
40064,HighIncome
19745,HighIncome
7675,LowIncome
4496,LowIncome
25254,HighIncome
27586,LowIncome
38395,LowIncome
7923,LowIncome
12208,LowIncome
45902,LowIncome
41320,HighIncome
43085,LowIncome
6044,LowIncome
26197,HighIncome
27476,HighIncome
12122,LowIncome
32795,LowIncome
46522,LowIncome
8793,HighIncome
6422,LowIncome
34183,LowIncome
19540,LowIncome
38132,LowIncome
17056,LowIncome
25641,LowIncome
1207,LowIncome
7770,LowIncome
46329,LowIncome
33056,LowIncome
37310,HighIncome
40520,LowIncome
9017,LowIncome
47686,HighIncome
11028,LowIncome
3826,LowIncome
42004,LowIncome
31257,LowIncome
22169,LowIncome
41399,LowIncome
32037,LowIncome
9655,LowIncome
3097,HighIncome
48805,LowIncome
38962,LowIncome
13221,LowIncome
5679,LowIncome
520,LowIncome
39493,LowIncome
12872,LowIncome
26473,HighIncome
31874,LowIncome
42348,LowIncome
17226,LowIncome
6097,LowIncome
29324,LowIncome
9712,LowIncome
41653,HighIncome
42368,LowIncome
38245,LowIncome
31484,LowIncome
30676,LowIncome
36810,HighIncome
28967,LowIncome
39146,LowIncome
44315,LowIncome
32459,LowIncome
6175,LowIncome
35424,HighIncome
47689,LowIncome
10194,HighIncome
46077,LowIncome
20000,LowIncome
36475,LowIncome
4693,LowIncome
18748,LowIncome
48603,LowIncome
46868,LowIncome
1858,LowIncome
43131,LowIncome
32957,LowIncome
23359,LowIncome
30138,LowIncome
45325,LowIncome
20008,HighIncome
33271,LowIncome
23617,HighIncome
20310,LowIncome
48318,LowIncome
4678,LowIncome
10499,LowIncome
30263,HighIncome
43858,HighIncome
1861,LowIncome
17060,LowIncome
12786,LowIncome
6827,LowIncome
18404,LowIncome
12648,LowIncome
22856,LowIncome
17690,LowIncome
38205,LowIncome
35789,LowIncome
32284,LowIncome
